U02118, SCRIPT CAPITAL P                       , weierp, wp
U02119, DOUBLE-STRUCK CAPITAL P                , Popf, primes
U0211A, DOUBLE-STRUCK CAPITAL Q                , rationals, Qopf
U0211B, SCRIPT CAPITAL R                       , Rscr, realine
U0211C, BLACK-LETTER CAPITAL R                 , real, Re, realpart, Rfr
U0211D, DOUBLE-STRUCK CAPITAL R                , reals, Ropf
U0211E, PRESCRIPTION TAKE                      , rx
U02122, TRADE MARK SIGN                        , trade
U02124, DOUBLE-STRUCK CAPITAL Z                , integers, Zopf
U02126, OHM SIGN                               , ohm
U02127, INVERTED OHM SIGN                      , mho
U02128, BLACK-LETTER CAPITAL Z                 , Zfr, zeetrf
U02129, TURNED GREEK SMALL LETTER IOTA         , iiota
U0212B, ANGSTROM SIGN                          , angst
U0212C, SCRIPT CAPITAL B                       , bernou, Bernoullis, Bscr
U0212D, BLACK-LETTER CAPITAL C                 , Cfr, Cayleys
U0212F, SCRIPT SMALL E                         , escr
U02130, SCRIPT CAPITAL E                       , Escr, expectation
U02131, SCRIPT CAPITAL F                       , Fscr, Fouriertrf
U02133, SCRIPT CAPITAL M                       , phmmat, Mellintrf, Mscr
U02134, SCRIPT SMALL O                         , order, orderof, oscr
U02135, ALEF SYMBOL                            , aleph
U02136, BET SYMBOL                             , beth
U02137, GIMEL SYMBOL                           , gimel
U02138, DALET SYMBOL                           , daleth
U02145, DOUBLE-STRUCK ITALIC CAPITAL D         , CapitalDifferentialD, DD
U02146, DOUBLE-STRUCK ITALIC SMALL D           , DifferentialD, dd
U02147, DOUBLE-STRUCK ITALIC SMALL E           , ExponentialE, exponentiale, ee
U02148, DOUBLE-STRUCK ITALIC SMALL I           , ImaginaryI, ii
U02153, VULGAR FRACTION ONE THIRD              , frac13
U02154, VULGAR FRACTION TWO THIRDS             , frac23
U02155, VULGAR FRACTION ONE FIFTH              , frac15
U02156, VULGAR FRACTION TWO FIFTHS             , frac25
U02157, VULGAR FRACTION THREE FIFTHS           , frac35
U02158, VULGAR FRACTION FOUR FIFTHS            , frac45
U02159, VULGAR FRACTION ONE SIXTH              , frac16
U0215A, VULGAR FRACTION FIVE SIXTHS            , frac56
U0215B, VULGAR FRACTION ONE EIGHTH             , frac18
U0215C, VULGAR FRACTION THREE EIGHTHS          , frac38
U0215D, VULGAR FRACTION FIVE EIGHTHS           , frac58
U0215E, VULGAR FRACTION SEVEN EIGHTHS          , frac78
U02190, LEFTWARDS ARROW                        , larr, leftarrow, LeftArrow, slarr, ShortLeftArrow
U02191, UPWARDS ARROW                          , uarr, uparrow, UpArrow, ShortUpArrow
U02192, RIGHTWARDS ARROW                       , rarr, rightarrow, RightArrow, srarr, ShortRightArrow
U02193, DOWNWARDS ARROW                        , darr, downarrow, DownArrow, ShortDownArrow
U02194, LEFT RIGHT ARROW                       , harr, leftrightarrow, LeftRightArrow
U02195, UP DOWN ARROW                          , varr, updownarrow, UpDownArrow
U02196, NORTH WEST ARROW                       , nwarr, UpperLeftArrow, nwarrow
U02197, NORTH EAST ARROW                       , nearr, UpperRightArrow, nearrow
U02198, SOUTH EAST ARROW                       , searr, searrow, LowerRightArrow
U02199, SOUTH WEST ARROW                       , swarr, swarrow, LowerLeftArrow
U0219A, LEFTWARDS ARROW WITH STROKE            , nlarr, nleftarrow
U0219B, RIGHTWARDS ARROW WITH STROKE           , nrarr, nrightarrow
U0219D, RIGHTWARDS WAVE ARROW                  , rarrw, rightsquigarrow
U0219D-00338, RIGHTWARDS WAVE ARROW with slash , nrarrw
U0219E, LEFTWARDS TWO HEADED ARROW             , Larr, twoheadleftarrow
U0219F, UPWARDS TWO HEADED ARROW               , Uarr
U021A0, RIGHTWARDS TWO HEADED ARROW            , Rarr, twoheadrightarrow
U021A1, DOWNWARDS TWO HEADED ARROW             , Darr
U021A2, LEFTWARDS ARROW WITH TAIL              , larrtl, leftarrowtail
U021A3, RIGHTWARDS ARROW WITH TAIL             , rarrtl, rightarrowtail
U021A4, LEFTWARDS ARROW FROM BAR               , LeftTeeArrow, mapstoleft
U021A5, UPWARDS ARROW FROM BAR                 , UpTeeArrow, mapstoup
U021A6, RIGHTWARDS ARROW FROM BAR              , map, RightTeeArrow, mapsto
U021A7, DOWNWARDS ARROW FROM BAR               , DownTeeArrow, mapstodown
U021A9, LEFTWARDS ARROW WITH HOOK              , larrhk, hookleftarrow
U021AA, RIGHTWARDS ARROW WITH HOOK             , rarrhk, hookrightarrow
U021AB, LEFTWARDS ARROW WITH LOOP              , larrlp, looparrowleft
U021AC, RIGHTWARDS ARROW WITH LOOP             , rarrlp, looparrowright
U021AD, LEFT RIGHT WAVE ARROW                  , harrw, leftrightsquigarrow
U021AE, LEFT RIGHT ARROW WITH STROKE           , nharr, nleftrightarrow
U021B0, UPWARDS ARROW WITH TIP LEFTWARDS       , lsh, Lsh
U021B1, UPWARDS ARROW WITH TIP RIGHTWARDS      , rsh, Rsh
U021B2, DOWNWARDS ARROW WITH TIP LEFTWARDS     , ldsh
U021B3, DOWNWARDS ARROW WITH TIP RIGHTWARDS    , rdsh
U021B6, ANTICLOCKWISE TOP SEMICIRCLE ARROW     , cularr, curvearrowleft
U021B7, CLOCKWISE TOP SEMICIRCLE ARROW         , curarr, curvearrowright
U021BA, ANTICLOCKWISE OPEN CIRCLE ARROW        , olarr, circlearrowleft
U021BB, CLOCKWISE OPEN CIRCLE ARROW            , orarr, circlearrowright
U021BC, LEFTWARDS HARPOON WITH BARB UPWARDS    , lharu, LeftVector, leftharpoonup
U021BD, LEFTWARDS HARPOON WITH BARB DOWNWARDS  , lhard, leftharpoondown, DownLeftVector
U021BE, UPWARDS HARPOON WITH BARB RIGHTWARDS   , uharr, upharpoonright, RightUpVector
U021BF, UPWARDS HARPOON WITH BARB LEFTWARDS    , uharl, upharpoonleft, LeftUpVector
U021C0, RIGHTWARDS HARPOON WITH BARB UPWARDS   , rharu, RightVector, rightharpoonup
U021C1, RIGHTWARDS HARPOON WITH BARB DOWNWARDS , rhard, rightharpoondown, DownRightVector
U021C2, DOWNWARDS HARPOON WITH BARB RIGHTWARDS , dharr, RightDownVector, downharpoonright
U021C3, DOWNWARDS HARPOON WITH BARB LEFTWARDS  , dharl, LeftDownVector, downharpoonleft
U021C4, RIGHTWARDS ARROW OVER LEFTWARDS ARROW  , rlarr, rightleftarrows, RightArrowLeftArrow
U021C5, UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW, udarr, UpArrowDownArrow
U021C6, LEFTWARDS ARROW OVER RIGHTWARDS ARROW  , lrarr, leftrightarrows, LeftArrowRightArrow
U021C7, LEFTWARDS PAIRED ARROWS                , llarr, leftleftarrows
U021C8, UPWARDS PAIRED ARROWS                  , uuarr, upuparrows
U021C9, RIGHTWARDS PAIRED ARROWS               , rrarr, rightrightarrows
U021CA, DOWNWARDS PAIRED ARROWS                , ddarr, downdownarrows
U021CB, LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON, lrhar, ReverseEquilibrium, leftrightharpoons
U021CC, RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON, rlhar, rightleftharpoons, Equilibrium
U021CD, LEFTWARDS DOUBLE ARROW WITH STROKE     , nlArr, nLeftarrow
U021CE, LEFT RIGHT DOUBLE ARROW WITH STROKE    , nhArr, nLeftrightarrow
U021CF, RIGHTWARDS DOUBLE ARROW WITH STROKE    , nrArr, nRightarrow
U021D0, LEFTWARDS DOUBLE ARROW                 , lArr, Leftarrow, DoubleLeftArrow
U021D1, UPWARDS DOUBLE ARROW                   , uArr, Uparrow, DoubleUpArrow
U021D2, RIGHTWARDS DOUBLE ARROW                , rArr, Rightarrow, Implies, DoubleRightArrow
U021D3, DOWNWARDS DOUBLE ARROW                 , dArr, Downarrow, DoubleDownArrow
U021D4, LEFT RIGHT DOUBLE ARROW                , hArr, Leftrightarrow, DoubleLeftRightArrow, iff
U021D5, UP DOWN DOUBLE ARROW                   , vArr, Updownarrow, DoubleUpDownArrow
U021D6, NORTH WEST DOUBLE ARROW                , nwArr
U021D7, NORTH EAST DOUBLE ARROW                , neArr
U021D8, SOUTH EAST DOUBLE ARROW                , seArr
U021D9, SOUTH WEST DOUBLE ARROW                , swArr
U021DA, LEFTWARDS TRIPLE ARROW                 , lAarr, Lleftarrow
U021DB, RIGHTWARDS TRIPLE ARROW                , rAarr, Rrightarrow
U021DD, RIGHTWARDS SQUIGGLE ARROW              , zigrarr
U021E4, LEFTWARDS ARROW TO BAR                 , larrb, LeftArrowBar
U021E5, RIGHTWARDS ARROW TO BAR                , rarrb, RightArrowBar
U021F5, DOWNWARDS ARROW LEFTWARDS OF UPWARDS ARROW, duarr, DownArrowUpArrow
U021FD, LEFTWARDS OPEN-HEADED ARROW            , loarr
U021FE, RIGHTWARDS OPEN-HEADED ARROW           , roarr
U021FF, LEFT RIGHT OPEN-HEADED ARROW           , hoarr
U02200, FOR ALL                                , forall, ForAll
U02201, COMPLEMENT                             , comp, complement
U02202, PARTIAL DIFFERENTIAL                   , part, PartialD
U02202-00338, PARTIAL DIFFERENTIAL with slash  , npart
U02203, THERE EXISTS                           , exist, Exists
U02204, THERE DOES NOT EXIST                   , nexist, NotExists, nexists
U02205, EMPTY SET                              , empty, emptyset, emptyv, varnothing
U02207, NABLA                                  , nabla, Del
U02208, ELEMENT OF                             , isin, isinv, Element, in
U02209, NOT AN ELEMENT OF                      , notin, NotElement, notinva
U0220B, CONTAINS AS MEMBER                     , niv, ReverseElement, ni, SuchThat
U0220C, DOES NOT CONTAIN AS MEMBER             , notni, notniva, NotReverseElement
U0220F, N-ARY PRODUCT                          , prod, Product
U02210, N-ARY COPRODUCT                        , coprod, Coproduct
U02211, N-ARY SUMMATION                        , sum, Sum
U02212, MINUS SIGN                             , minus
U02213, MINUS-OR-PLUS SIGN                     , mnplus, mp, MinusPlus
U02214, DOT PLUS                               , plusdo, dotplus
U02216, SET MINUS                              , setmn, setminus, Backslash, ssetmn, smallsetminus
U02217, ASTERISK OPERATOR                      , lowast
U02218, RING OPERATOR                          , compfn, SmallCircle
U0221A, SQUARE ROOT                            , radic, Sqrt
U0221D, PROPORTIONAL TO                        , prop, propto, Proportional, vprop, varpropto
U0221E, INFINITY                               , infin
U0221F, RIGHT ANGLE                            , angrt
U02220, ANGLE                                  , ang, angle
U02220-020D2, ANGLE with vertical line         , nang
U02221, MEASURED ANGLE                         , angmsd, measuredangle
U02222, SPHERICAL ANGLE                        , angsph
U02223, DIVIDES                                , mid, VerticalBar, smid, shortmid
U02224, DOES NOT DIVIDE                        , nmid, NotVerticalBar, nsmid, nshortmid
U02225, PARALLEL TO                            , par, parallel, DoubleVerticalBar, spar, shortparallel
U02226, NOT PARALLEL TO                        , npar, nparallel, NotDoubleVerticalBar, nspar, nshortparallel
U02227, LOGICAL AND                            , and, wedge
U02228, LOGICAL OR                             , or, vee
U02229, INTERSECTION                           , cap
U02229-0FE00, INTERSECTION with serifs         , caps
U0222A, UNION                                  , cup
U0222A-0FE00, UNION with serifs                , cups
U0222B, INTEGRAL                               , int, Integral
U0222C, DOUBLE INTEGRAL                        , Int
U0222D, TRIPLE INTEGRAL                        , tint, iiint
U0222E, CONTOUR INTEGRAL                       , conint, oint, ContourIntegral
U0222F, SURFACE INTEGRAL                       , Conint, DoubleContourIntegral
U02230, VOLUME INTEGRAL                        , Cconint
U02231, CLOCKWISE INTEGRAL                     , cwint
U02232, CLOCKWISE CONTOUR INTEGRAL             , cwconint, ClockwiseContourIntegral
U02233, ANTICLOCKWISE CONTOUR INTEGRAL         , awconint, CounterClockwiseContourIntegral
U02234, THEREFORE                              , there4, therefore, Therefore
U02235, BECAUSE                                , becaus, because, Because
U02236, RATIO                                  , ratio
U02237, PROPORTION                             , Colon, Proportion
U02238, DOT MINUS                              , minusd, dotminus
U0223A, GEOMETRIC PROPORTION                   , mDDot
U0223B, HOMOTHETIC                             , homtht
U0223C, TILDE OPERATOR                         , sim, Tilde, thksim, thicksim
U0223C-020D2, TILDE OPERATOR with vertical line, nvsim
U0223D, REVERSED TILDE                         , bsim, backsim
U0223E, INVERTED LAZY S                        , ac, mstpos
U0223E-00333, INVERTED LAZY S with double underline, acE
U0223F, SINE WAVE                              , acd
U02240, WREATH PRODUCT                         , wreath, VerticalTilde, wr
U02241, NOT TILDE                              , nsim, NotTilde
U02242, MINUS TILDE                            , esim, EqualTilde, eqsim
U02242-00338, MINUS TILDE with slash           , NotEqualTilde, nesim
U02243, ASYMPTOTICALLY EQUAL TO                , sime, TildeEqual, simeq
U02244, NOT ASYMPTOTICALLY EQUAL TO            , nsime, nsimeq, NotTildeEqual
U02245, APPROXIMATELY EQUAL TO                 , cong, TildeFullEqual
U02246, APPROXIMATELY BUT NOT ACTUALLY EQUAL TO, simne
U02247, NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO, ncong, NotTildeFullEqual
U02248, ALMOST EQUAL TO                        , asymp, ap, TildeTilde, approx, thkap, thickapprox
U02249, NOT ALMOST EQUAL TO                    , nap, NotTildeTilde, napprox
U0224A, ALMOST EQUAL OR EQUAL TO               , ape, approxeq
U0224B, TRIPLE TILDE                           , apid
U0224B-00338, TRIPLE TILDE with slash          , napid
U0224C, ALL EQUAL TO                           , bcong, backcong
U0224D, EQUIVALENT TO                          , asympeq, CupCap
U0224D-020D2, EQUIVALENT TO with vertical line , nvap
U0224E, GEOMETRICALLY EQUIVALENT TO            , bump, HumpDownHump, Bumpeq
U0224E-00338, GEOMETRICALLY EQUIVALENT TO with slash, NotHumpDownHump, nbump
U0224F, DIFFERENCE BETWEEN                     , bumpe, HumpEqual, bumpeq
U0224F-00338, DIFFERENCE BETWEEN with slash    , nbumpe, NotHumpEqual
U02250, APPROACHES THE LIMIT                   , esdot, DotEqual, doteq
U02250-00338, APPROACHES THE LIMIT with slash  , nedot
U02251, GEOMETRICALLY EQUAL TO                 , eDot, doteqdot
U02252, APPROXIMATELY EQUAL TO OR THE IMAGE OF , efDot, fallingdotseq
U02253, IMAGE OF OR APPROXIMATELY EQUAL TO     , erDot, risingdotseq
U02254, COLON EQUALS                           , colone, coloneq, Assign
U02255, EQUALS COLON                           , ecolon, eqcolon
U02256, RING IN EQUAL TO                       , ecir, eqcirc
U02257, RING EQUAL TO                          , cire, circeq
U02259, ESTIMATES                              , wedgeq
U0225A, EQUIANGULAR TO                         , veeeq
U0225C, DELTA EQUAL TO                         , trie, triangleq
U0225F, QUESTIONED EQUAL TO                    , equest, questeq
U02260, NOT EQUAL TO                           , ne, NotEqual
U02261, IDENTICAL TO                           , equiv, Congruent
U02261-020E5, IDENTICAL TO with reverse slash  , bnequiv
U02262, NOT IDENTICAL TO                       , nequiv, NotCongruent
U02264, LESS-THAN OR EQUAL TO                  , le, leq
U02264-020D2, LESS-THAN OR EQUAL TO with vertical line, nvle
U02265, GREATER-THAN OR EQUAL TO               , ge, GreaterEqual, geq
U02265-020D2, GREATER-THAN OR EQUAL TO with vertical line, nvge
U02266, LESS-THAN OVER EQUAL TO                , lE, LessFullEqual, leqq
U02266-00338, LESS-THAN OVER EQUAL TO with slash, nlE, NotGreaterFullEqual, nleqq
U02267, GREATER-THAN OVER EQUAL TO             , gE, GreaterFullEqual, geqq
U02267-00338, GREATER-THAN OVER EQUAL TO with slash, ngE, ngeqq
U02268, LESS-THAN BUT NOT EQUAL TO             , lnE, lneqq
U02268-0FE00, LESS-THAN BUT NOT EQUAL TO - with vertical stroke, lvnE, lvertneqq
U02269, GREATER-THAN BUT NOT EQUAL TO          , gnE, gneqq
U02269-0FE00, GREATER-THAN BUT NOT EQUAL TO - with vertical stroke, gvnE, gvertneqq
U0226A, MUCH LESS-THAN                         , Lt, NestedLessLess, ll
U0226A-00338, MUCH LESS THAN with slash        , nLtv, NotLessLess
U0226A-020D2, MUCH LESS THAN with vertical line, nLt
U0226B, MUCH GREATER-THAN                      , Gt, NestedGreaterGreater, gg
U0226B-00338, MUCH GREATER THAN with slash     , nGtv, NotGreaterGreater
U0226B-020D2, MUCH GREATER THAN with vertical line, nGt
U0226C, BETWEEN                                , twixt, between
U0226D, NOT EQUIVALENT TO                      , NotCupCap
U0226E, NOT LESS-THAN                          , nlt, NotLess, nless
U0226F, NOT GREATER-THAN                       , ngt, NotGreater, ngtr
U02270, NEITHER LESS-THAN NOR EQUAL TO         , nle, NotLessEqual, nleq
U02271, NEITHER GREATER-THAN NOR EQUAL TO      , nge, NotGreaterEqual, ngeq
U02272, LESS-THAN OR EQUIVALENT TO             , lsim, LessTilde, lesssim
U02273, GREATER-THAN OR EQUIVALENT TO          , gsim, gtrsim, GreaterTilde
U02274, NEITHER LESS-THAN NOR EQUIVALENT TO    , nlsim, NotLessTilde
U02275, NEITHER GREATER-THAN NOR EQUIVALENT TO , ngsim, NotGreaterTilde
U02276, LESS-THAN OR GREATER-THAN              , lg, lessgtr, LessGreater
U02277, GREATER-THAN OR LESS-THAN              , gl, gtrless, GreaterLess
U02278, NEITHER LESS-THAN NOR GREATER-THAN     , ntlg, NotLessGreater
U02279, NEITHER GREATER-THAN NOR LESS-THAN     , ntgl, NotGreaterLess
U0227A, PRECEDES                               , pr, Precedes, prec
U0227B, SUCCEEDS                               , sc, Succeeds, succ
U0227C, PRECEDES OR EQUAL TO                   , prcue, PrecedesSlantEqual, preccurlyeq
U0227D, SUCCEEDS OR EQUAL TO                   , sccue, SucceedsSlantEqual, succcurlyeq
U0227E, PRECEDES OR EQUIVALENT TO              , prsim, precsim, PrecedesTilde
U0227F, SUCCEEDS OR EQUIVALENT TO              , scsim, succsim, SucceedsTilde
U0227F-00338, SUCCEEDS OR EQUIVALENT TO with slash, NotSucceedsTilde
U02280, DOES NOT PRECEDE                       , npr, nprec, NotPrecedes
U02281, DOES NOT SUCCEED                       , nsc, nsucc, NotSucceeds
U02282, SUBSET OF                              , sub, subset
U02282-020D2, SUBSET OF with vertical line     , vnsub, nsubset, NotSubset
U02283, SUPERSET OF                            , sup, supset, Superset
U02283-0002F, SUPERSET OF, SOLIDUS             , suphsol
U02283-020D2, SUPERSET OF with vertical line   , vnsup, nsupset, NotSuperset
U02284, NOT A SUBSET OF                        , nsub
U02285, NOT A SUPERSET OF                      , nsup
U02286, SUBSET OF OR EQUAL TO                  , sube, SubsetEqual, subseteq
U02287, SUPERSET OF OR EQUAL TO                , supe, supseteq, SupersetEqual
U02288, NEITHER A SUBSET OF NOR EQUAL TO       , nsube, nsubseteq, NotSubsetEqual
U02289, NEITHER A SUPERSET OF NOR EQUAL TO     , nsupe, nsupseteq, NotSupersetEqual
U0228A, SUBSET OF WITH NOT EQUAL TO            , subne, subsetneq
U0228A-0FE00, SUBSET OF WITH NOT EQUAL TO - variant with stroke through bottom members, vsubne, varsubsetneq
U0228B, SUPERSET OF WITH NOT EQUAL TO          , supne, supsetneq
U0228B-0FE00, SUPERSET OF WITH NOT EQUAL TO - variant with stroke through bottom members, vsupne, varsupsetneq
U0228D, MULTISET MULTIPLICATION                , cupdot
U0228E, MULTISET UNION                         , uplus, UnionPlus
U0228F, SQUARE IMAGE OF                        , sqsub, SquareSubset, sqsubset
U0228F-00338, SQUARE IMAGE OF with slash       , NotSquareSubset
U02290, SQUARE ORIGINAL OF                     , sqsup, SquareSuperset, sqsupset
U02290-00338, SQUARE ORIGINAL OF with slash    , NotSquareSuperset
U02291, SQUARE IMAGE OF OR EQUAL TO            , sqsube, SquareSubsetEqual, sqsubseteq
U02292, SQUARE ORIGINAL OF OR EQUAL TO         , sqsupe, SquareSupersetEqual, sqsupseteq
U02293, SQUARE CAP                             , sqcap, SquareIntersection
U02293-0FE00, SQUARE CAP with serifs           , sqcaps
U02294, SQUARE CUP                             , sqcup, SquareUnion
U02294-0FE00, SQUARE CUP with serifs           , sqcups
U02295, CIRCLED PLUS                           , oplus, CirclePlus
U02296, CIRCLED MINUS                          , ominus, CircleMinus
U02297, CIRCLED TIMES                          , otimes, CircleTimes
U02298, CIRCLED DIVISION SLASH                 , osol
U02299, CIRCLED DOT OPERATOR                   , odot, CircleDot
U0229A, CIRCLED RING OPERATOR                  , ocir, circledcirc
U0229B, CIRCLED ASTERISK OPERATOR              , oast, circledast
U0229D, CIRCLED DASH                           , odash, circleddash
U0229E, SQUARED PLUS                           , plusb, boxplus
U0229F, SQUARED MINUS                          , minusb, boxminus
U022A0, SQUARED TIMES                          , timesb, boxtimes
U022A1, SQUARED DOT OPERATOR                   , sdotb, dotsquare
U022A2, RIGHT TACK                             , vdash, RightTee
U022A3, LEFT TACK                              , dashv, LeftTee
U022A4, DOWN TACK                              , top, DownTee
U022A5, UP TACK                                , bottom, bot, perp, UpTee
U022A7, MODELS                                 , models
U022A8, TRUE                                   , vDash, DoubleRightTee
U022A9, FORCES                                 , Vdash
U022AA, TRIPLE VERTICAL BAR RIGHT TURNSTILE    , Vvdash
U022AB, DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE, VDash
U022AC, DOES NOT PROVE                         , nvdash
U022AD, NOT TRUE                               , nvDash
U022AE, DOES NOT FORCE                         , nVdash
U022AF, NEGATED DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE, nVDash
U022B0, PRECEDES UNDER RELATION                , prurel
U022B2, NORMAL SUBGROUP OF                     , vltri, vartriangleleft, LeftTriangle
U022B3, CONTAINS AS NORMAL SUBGROUP            , vrtri, vartriangleright, RightTriangle
U022B4, NORMAL SUBGROUP OF OR EQUAL TO         , ltrie, trianglelefteq, LeftTriangleEqual
U022B4-020D2, NORMAL SUBGROUP OF OR EQUAL TO with vertical line, nvltrie
U022B5, CONTAINS AS NORMAL SUBGROUP OR EQUAL TO, rtrie, trianglerighteq, RightTriangleEqual
U022B5-020D2, CONTAINS AS NORMAL SUBGROUP OR EQUAL TO with vertical line, nvrtrie
U022B6, ORIGINAL OF                            , origof
U022B7, IMAGE OF                               , imof
U022B8, MULTIMAP                               , mumap, multimap
U022B9, HERMITIAN CONJUGATE MATRIX             , hercon
U022BA, INTERCALATE                            , intcal, intercal
U022BB, XOR                                    , veebar
U022BD, NOR                                    , barvee
U022BE, RIGHT ANGLE WITH ARC                   , angrtvb
U022BF, RIGHT TRIANGLE                         , lrtri
U022C0, N-ARY LOGICAL AND                      , xwedge, Wedge, bigwedge
U022C1, N-ARY LOGICAL OR                       , xvee, Vee, bigvee
U022C2, N-ARY INTERSECTION                     , xcap, Intersection, bigcap
U022C3, N-ARY UNION                            , xcup, Union, bigcup
U022C4, DIAMOND OPERATOR                       , diam, diamond, Diamond
U022C5, DOT OPERATOR                           , sdot
U022C6, STAR OPERATOR                          , sstarf, Star
U022C7, DIVISION TIMES                         , divonx, divideontimes
U022C8, BOWTIE                                 , bowtie
U022C9, LEFT NORMAL FACTOR SEMIDIRECT PRODUCT  , ltimes
U022CA, RIGHT NORMAL FACTOR SEMIDIRECT PRODUCT , rtimes
U022CB, LEFT SEMIDIRECT PRODUCT                , lthree, leftthreetimes
U022CC, RIGHT SEMIDIRECT PRODUCT               , rthree, rightthreetimes
U022CD, REVERSED TILDE EQUALS                  , bsime, backsimeq
U022CE, CURLY LOGICAL OR                       , cuvee, curlyvee
U022CF, CURLY LOGICAL AND                      , cuwed, curlywedge
U022D0, DOUBLE SUBSET                          , Sub, Subset
U022D1, DOUBLE SUPERSET                        , Sup, Supset
U022D2, DOUBLE INTERSECTION                    , Cap
U022D3, DOUBLE UNION                           , Cup
U022D4, PITCHFORK                              , fork, pitchfork
U022D5, EQUAL AND PARALLEL TO                  , epar
U022D6, LESS-THAN WITH DOT                     , ltdot, lessdot
U022D7, GREATER-THAN WITH DOT                  , gtdot, gtrdot
U022D8, VERY MUCH LESS-THAN                    , Ll
U022D8-00338, VERY MUCH LESS-THAN with slash   , nLl
U022D9, VERY MUCH GREATER-THAN                 , Gg, ggg
U022D9-00338, VERY MUCH GREATER-THAN with slash, nGg
U022DA, LESS-THAN EQUAL TO OR GREATER-THAN     , leg, LessEqualGreater, lesseqgtr
U022DA-0FE00, LESS-THAN slanted EQUAL TO OR GREATER-THAN, lesg
U022DB, GREATER-THAN EQUAL TO OR LESS-THAN     , gel, gtreqless, GreaterEqualLess
U022DB-0FE00, GREATER-THAN slanted EQUAL TO OR LESS-THAN, gesl
U022DE, EQUAL TO OR PRECEDES                   , cuepr, curlyeqprec
U022DF, EQUAL TO OR SUCCEEDS                   , cuesc, curlyeqsucc
U022E0, DOES NOT PRECEDE OR EQUAL              , nprcue, NotPrecedesSlantEqual
U022E1, DOES NOT SUCCEED OR EQUAL              , nsccue, NotSucceedsSlantEqual
U022E2, NOT SQUARE IMAGE OF OR EQUAL TO        , nsqsube, NotSquareSubsetEqual
U022E3, NOT SQUARE ORIGINAL OF OR EQUAL TO     , nsqsupe, NotSquareSupersetEqual
U022E6, LESS-THAN BUT NOT EQUIVALENT TO        , lnsim
U022E7, GREATER-THAN BUT NOT EQUIVALENT TO     , gnsim
U022E8, PRECEDES BUT NOT EQUIVALENT TO         , prnsim, precnsim
U022E9, SUCCEEDS BUT NOT EQUIVALENT TO         , scnsim, succnsim
U022EA, NOT NORMAL SUBGROUP OF                 , nltri, ntriangleleft, NotLeftTriangle
U022EB, DOES NOT CONTAIN AS NORMAL SUBGROUP    , nrtri, ntriangleright, NotRightTriangle
U022EC, NOT NORMAL SUBGROUP OF OR EQUAL TO     , nltrie, ntrianglelefteq, NotLeftTriangleEqual
U022ED, DOES NOT CONTAIN AS NORMAL SUBGROUP OR EQUAL, nrtrie, ntrianglerighteq, NotRightTriangleEqual
U022EE, VERTICAL ELLIPSIS                      , vellip
U022EF, MIDLINE HORIZONTAL ELLIPSIS            , ctdot
U022F0, UP RIGHT DIAGONAL ELLIPSIS             , utdot
U022F1, DOWN RIGHT DIAGONAL ELLIPSIS           , dtdot
U022F2, ELEMENT OF WITH LONG HORIZONTAL STROKE , disin
U022F3, ELEMENT OF WITH VERTICAL BAR AT END OF HORIZONTAL STROKE, isinsv
U022F4, SMALL ELEMENT OF WITH VERTICAL BAR AT END OF HORIZONTAL STROKE, isins
U022F5, ELEMENT OF WITH DOT ABOVE              , isindot
U022F5-00338, ELEMENT OF WITH DOT ABOVE with slash, notindot
U022F6, ELEMENT OF WITH OVERBAR                , notinvc
U022F7, SMALL ELEMENT OF WITH OVERBAR          , notinvb
U022F9, ELEMENT OF WITH TWO HORIZONTAL STROKES , isinE
U022F9-00338, ELEMENT OF WITH TWO HORIZONTAL STROKES with slash, notinE
U022FA, CONTAINS WITH LONG HORIZONTAL STROKE   , nisd
U022FB, CONTAINS WITH VERTICAL BAR AT END OF HORIZONTAL STROKE, xnis
U022FC, SMALL CONTAINS WITH VERTICAL BAR AT END OF HORIZONTAL STROKE, nis
U022FD, CONTAINS WITH OVERBAR                  , notnivc
U022FE, SMALL CONTAINS WITH OVERBAR            , notnivb
U02305, PROJECTIVE                             , barwed, barwedge
U02306, PERSPECTIVE                            , Barwed, doublebarwedge
U02308, LEFT CEILING                           , lceil, LeftCeiling
U02309, RIGHT CEILING                          , rceil, RightCeiling
U0230A, LEFT FLOOR                             , lfloor, LeftFloor
U0230B, RIGHT FLOOR                            , rfloor, RightFloor
U0230C, BOTTOM RIGHT CROP                      , drcrop
U0230D, BOTTOM LEFT CROP                       , dlcrop
U0230E, TOP RIGHT CROP                         , urcrop
U0230F, TOP LEFT CROP                          , ulcrop
U02310, REVERSED NOT SIGN                      , bnot
U02312, ARC                                    , profline
U02313, SEGMENT                                , profsurf
U02315, TELEPHONE RECORDER                     , telrec
U02316, POSITION INDICATOR                     , target
U0231C, TOP LEFT CORNER                        , ulcorn, ulcorner
U0231D, TOP RIGHT CORNER                       , urcorn, urcorner
U0231E, BOTTOM LEFT CORNER                     , dlcorn, llcorner
U0231F, BOTTOM RIGHT CORNER                    , drcorn, lrcorner
